연번,인증번호,인증구분,인증등급,지역코드,시군구,지역(시설)명,인증대상,신청기관,면적,용도구분,인증일자,인증만료일,인증기관
151,128,예비,우수,전라남도,고흥군,고흥평생교육관 및 팔영유치원,건축물,전라남도교육청,,교육연구시설,2011-12-13,본인증 교부전 또는 사용승인 후 1년 이내,한국토지주택공사
152,129,예비,우수,인천광역시,부평구,인천가족공원조성(2단계)사업-봉안당,건축물,인천광역시 종합건설본부,5425.08,묘지관련시설,2011-12-19,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인개발원
153,130,예비,최우수,인천광역시,,무형문화재 전수교육관 및 전통문화체험관,건축물,인천광역시 종합건설본부(인천시청소속),6874.3,교육연구시설,2011-12-19,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인개발원
154,24,본,우수,대전광역시,유성구,유성구 노인복지관,건축물,대전 유성구청,1482.49,노유자시설,2011-12-20,2016-12-19,한국장애인개발원
155,131,예비,최우수,경상남도,밀양시,밀양시 여성회관,건축물,밀양시청,1926.84,교육연구시설,2011-12-22,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인개발원
156,132,예비,우수,인천광역시,,숭의보건지소 복합청사,건축물,인천광역시 남구보건소,4336.98,업무시설,2011-12-26,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인개발원
157,133,예비,우수,전라남도,순천시,순천 좌야초등학교(매안초등학교),건축물,전라남도교육청,12027.03,교육연구시설,2011-12-28,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인개발원
158,134,예비,최우수,인천광역시,연수구,I - Tower,건축물,인천시 경제자유구역청,85942.12,업무시설,2011-12-28,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인개발원
159,135,예비,우수,전라북도,완주군,농촌진흥청 2공구,건축물,농촌진흥청,17703.37,업무시설,2011-12-28,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인개발원
160,136,예비,최우수,서울특별시,서초구,사랑의 교회,건축물,사랑의교회,66385.27,종교시설,2011-12-28,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인개발원
161,137,예비,우수,대전광역시,유성구,대전도안복합문화센터,건축물,대전도시공사사장,,노유자시설,2011-12-28,본인증 교부전 또는 사용승인 후 1년 이내,한국토지주택공사
162,138,예비,우수,부산광역시,연제구,거제종합사회복지관,건축물,부산광역시 연수구청,3656.29,노유자시설,2011-12-29,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인개발원
163,25,본,최우수,충청남도,당진시,당진시청사 및 의회청사,건축물,당진시청,35914.17,업무시설,2011-12-30,2016-12-29,한국장애인개발원
164,139,예비,우수,경기도,수원시,수원 제2체육관,건축물,수원시,,운동시설,2012-01-03,본인증 교부전 또는 사용승인 후 1년 이내,한국토지주택공사
165,140,예비,최우수,인천광역시,남동구,구월지구 웰카운티 3단지(S-1블럭),건축물,인천광역시 도시개발공사,,공동주택,2012-01-03,본인증 교부전 또는 사용승인 후 1년 이내,한국토지주택공사
166,141,예비,최우수,인천광역시,남동구,구월지구 웰카운티 4단지(S-2블럭),건축물,인천광역시 도시개발공사,,공동주택,2012-01-03,본인증 교부전 또는 사용승인 후 1년 이내,한국토지주택공사
167,142,예비,최우수,인천광역시,연수구,장애인생산품판매시설,건축물,인천광역시 종합건설본부,892.79,문화 및 집회시설,2012-01-03,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인개발원
168,26,본,최우수,경상남도,밀양시,밀양시여성회관,건축물,밀양시청,1926.84,교육연구시설,2012-01-05,2017-01-04,한국장애인개발원
169,143,예비,일반,인천광역시,남동구,구월보금자리주택 B-2블록,건축물,인천 도시공사,88315.93,공동주택,2012-01-09,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인개발원
170,144,예비,일반,인천광역시,남동구,구월보금자리주택 B-3블록,건축물,인천 도시공사,107091.78,공동주택,2012-01-09,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인개발원
171,145,예비,우수,서울특별시,영등포구,영등포 1-4구역 도시환경 정비사업,건축물,영등포 1-4구역 도시환경 정비사업조합장,,공동주택,2012-01-13,본인증 교부전 또는 사용승인 후 1년 이내,한국토지주택공사
172,27,본,최우수,대전광역시,유성구,대전CT센터,건축물,대전문화산업진흥원,17129.82,문화 및 집회시설,2012-01-30,2017-01-29,한국장애인개발원
173,28,본,우수,서울특별시,중구,신당제7구역주택재개발아파트,건축물,대림산업,119567.67,공동주택,2012-01-31,2017-01-30,한국장애인개발원
174,146,예비,일반,인천광역시,남동구,구월지구 보금자리주택 A-1,건축물,인천도시개발공사,,공동주택,2012-02-01,본인증 교부전 또는 사용승인 후 1년 이내,한국토지주택공사
175,147,예비,일반,인천광역시,남동구,구월지구 보금자리주택 A-2,건축물,인천도시개발공사,,공동주택,2012-02-01,본인증 교부전 또는 사용승인 후 1년 이내,한국토지주택공사
176,148,예비,최우수,세종특별자치시,,세종시정부청사 2-1구역,건축물,지에스건설,,업무시설,2012-02-03,본인증 교부전 또는 사용승인 후 1년 이내,한국토지주택공사
177,149,예비,일반,인천광역시,남동구,구월지구 보금자리주택 B-1,건축물,인천도시개발공사,,공동주택,2012-02-08,본인증 교부전 또는 사용승인 후 1년 이내,한국토지주택공사
178,150,예비,최우수,경기도,김포시,김포시 구래동 주민센터,건축물,김포시청,1987.83,업무시설,2012-02-08,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인개발원
179,29,본,우수,대전광역시,유성구,유성구 노인회지회,건축물,유성구청,,업무시설,2012-02-13,2017-02-12,한국장애인개발원
180,30,본,우수,대전광역시,유성구,유성구청 어린이집,건축물,유성구청,,업무시설,2012-02-13,2017-02-12,한국장애인개발원
181,31,본,우수,대전광역시,유성구,유성구 평생학습센터,건축물,유성구청,,업무시설,2012-02-13,2017-02-12,한국장애인개발원
182,151,예비,우수,제주특별자치도,서귀포시,공무원연금공단,건축물,제주도청,,업무시설,2012-02-14,본인증 교부전 또는 사용승인 후 1년 이내,한국토지주택공사
183,32,본,최우수,인천광역시,,인하공업전문대학 기초실습관,건축물,인하공전,2670.24,교육연구시설,2012-02-29,2017-02-27,한국장애인개발원
184,33,본,우수,대전광역시,서구,둔산도서관,건축물,대전서구청,2367,교육연구시설,2012-04-27,2017-04-26,한국장애인개발원
185,152,예비,최우수,세종특별자치시,,세종시청사,건축물,행복도시복합주택 건설청,41344.67,업무시설,2012-03-07,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인개발원
186,153,예비,최우수,경상북도,김천시,김천녹색미래과학관,건축물,하나건설,7370.47,문화 및 집회시설,2012-03-07,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인개발원
187,154,예비,우수,대전광역시,동구,대전역세권 내 문화시설(풍류센터),건축물,대정광역시 건설관리본부,3367.61,문화 및 집회시설,2012-03-08,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인개발원
188,155,예비,우수,인천광역시,중구,영종복합청사 본관 및 별관,건축물,인천광역시 중구청,2789.1,업무시설,2012-03-12,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인개발원
189,156,예비,최우수,인천광역시,강화군,강화군장애인복지관,건축물,인천광역시 광화군청,1588,노유자시설,2012-03-13,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인개발원
190,157,예비,최우수,경상북도,경주시,경주시 장애인종합복지관 별관,건축물,경주시청,1000,노유자시설,2012-03-16,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인개발원
191,158,예비,우수,경기도,양주시,양주시 여성회관,건축물,양주시청,,노유자시설,2012-03-20,본인증 교부전 또는 사용승인 후 1년 이내,한국토지주택공사
192,159,예비,우수,인천광역시,연수구,2014 인천아시아경기대회 옥련실내사격장,건축물,인천시청,9988.97,운동시설,2012-03-20,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인개발원
193,160,예비,우수,대구광역시,동구,한국감정원 대구사옥,건축물,한국감정원,21838,업무시설,2012-03-26,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인개발원
194,161,예비,우수,충청북도,청주시,두산위브지웰시티(공동주택 부문),건축물,두산건설,329940.37,공동주택,2012-03-29,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인개발원
195,162,예비,최우수,경기도,안산시,안산상록장애인복지관,건축물,안산시청,2586.93,노유자시설,2012-03-29,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인개발원
196,163,예비,우수,대전광역시,동구,대전광역시 동구 신청사,건축물,대전시청,35791.6,업무시설,2012-04-09,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인개발원
197,164,예비,우수,울산광역시,울주군,장애인중증요양시설 우리집,건축물,장애인중증요양시설 우리집,1087.53,노유자시설,2012-04-10,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인개발원
198,165,예비,우수,서울특별시,영등포구,신길9 재정비 촉진구역 주택재개발사업,건축물,신길9 재정비촉진구역 주택재개발조합,73135,공동주택,2012-04-19,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인개발원
199,166,예비,일반,광주광역시,북구,광주첨단과학산업단지(2단계) A1블록 공동주택 신축공사,건축물,코리아신탁(시행처),148258.88,공동주택,2012-04-23,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인개발원
200,167,예비,우수,세종특별자치시,,행정중심복합도시 1-4생활권 M10BL 행복아파트 2차 공동주택,건축물,행정중심복합도시 건설청,40622.89,공동주택,2012-04-23,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인개발원
201,168,예비,우수,인천광역시,강화군,선원보건지소,건축물,강화군청,833.26,제1종 근린생활시설,2012-04-23,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인개발원
202,169,예비,우수,울산광역시,남구,울산 문수로2차 I'PARK 신축공사 (1단지),건축물,현대산업개발,110373.43,공동주택,2012-04-27,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인개발원
203,170,예비,우수,울산광역시,남구,울산 문수로2차 I'PARK 신축공사 (2단지),건축물,현대산업개발,90788.12,공동주택,2012-04-27,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인개발원
204,171,예비,우수,경기도,성남시,성남 종합스포츠센터,건축물,성남시장,,운동시설,2012-05-22,본인증 교부전 또는 사용승인 후 1년 이내,한국토지주택공사
205,172,예비,최우수,세종특별자치시,,세종시 정부청사 3단계 2구역 신축공사,건축물,행정안전부,92688.88,업무시설,2012-05-22,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인개발원
206,34,본,우수,인천광역시,중구,중구도서관,건축물,중구청,467.89,제1종 근린생활시설,2012-05-23,2017-05-22,한국장애인개발원
207,173,예비,우수,세종특별자치시,,행정중심복합도시 1-4생활권 경로복지관 2차,건축물,행정중심복합도시 건설청,8117.92,노유자시설,2012-05-29,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인개발원
